Tanggal,Emas,IHSG,Minyak Mentah,Kurs USD/IDR
2020-02-18,703.056,5886.96,711263.25,13665.0
2020-02-19,707.536,5928.79,729406.875,13687.5
2020-02-20,714.922,5942.49,737189.35,13707.5
2020-02-21,727.939,5882.25,734775.7000000001,13765.0
2020-02-24,738.44,5807.05,713334.1,13870.0
2020-02-25,730.954,5787.14,692736.75,13882.5
2020-02-26,736.509,5688.92,678930.725,13932.5
2020-02-27,741.559,5535.69,660908.15,14035.0
2020-02-28,712.877,5452.7,642194.1,14347.5
2020-03-02,728.453,5361.25,666888.75,14265.0
2020-03-03,751.347,5518.63,673801.17,14281.5
2020-03-04,750.274,5650.14,660299.7000000001,14115.0
2020-03-05,779.822,5638.13,650403.0,14170.0
2020-03-06,767.376,5498.54,587414.4,14230.0
2020-03-09,756.177,5136.81,448038.52499999997,14392.5
2020-03-10,766.774,5220.83,492928.56,14346.0
2020-03-11,767.826,5154.1,473345.44999999995,14352.5
2020-03-12,737.712,4895.75,457427.25,14521.5
2020-03-13,720.646,4907.57,468652.10000000003,14770.0
2020-03-16,736.364,4690.66,428347.5,14925.0
2020-03-17,749.864,4456.75,408831.5,15170.0
2020-03-18,745.91,4330.67,309980.47500000003,15217.5
2020-03-19,753.113,4105.42,401313.25,15912.5
2020-03-20,760.153,4194.94,357197.75,15925.0
2020-03-23,855.346,3989.52,387192.0,16575.0
2020-03-24,863.055,3937.63,396165.0,16500.0
2020-03-26,848.889,4338.9,368493.0,16305.0
2020-03-27,836.181,4545.57,347171.4,16140.0
2020-03-30,833.235,4414.5,328220.375,16337.5
2020-03-31,813.764,4538.93,334028.8,16310.0
2020-04-01,820.553,4466.04,334099.5,16450.0
2020-04-02,853.274,4531.69,417147.0,16475.0
2020-04-03,865.901,4623.43,465484.5,16425.0
2020-04-06,875.18,4811.83,428038.0,16412.5
2020-04-07,855.458,4778.64,382215.25,16175.0
2020-04-08,858.264,4626.69,405830.75,16175.0
2020-04-09,865.229,4649.08,360063.2,15820.0
2020-04-13,868.301,4623.89,350268.3,15630.0
2020-04-14,864.799,4706.49,314319.3,15630.0
2020-04-15,877.854,4625.9,309276.55,15565.0
2020-04-16,859.576,4480.61,310766.8,15640.0
2020-04-17,836.664,4634.82,281906.1,15430.0
2020-04-20,836.234,4575.9,579972.375,15412.5
2020-04-21,835.917,4501.92,154704.55,15455.0
2020-04-22,868.556,4567.56,212901.0,15450.0
2020-04-23,856.066,4593.55,254100.0,15400.0
2020-04-24,866.539,4496.06,260876.00000000003,15400.0
2020-04-27,841.843,4513.14,196620.3,15385.0
2020-04-28,842.327,4529.55,190313.65,15422.5
2020-04-29,840.336,4567.32,230342.7,15295.0
2020-04-30,822.29,4716.4,280245.0,14875.0
2020-05-04,824.408,4605.49,307889.0,15100.0
2020-05-05,823.69,4630.13,370364.8,15080.0
2020-05-06,838.572,4608.79,360929.55,15045.0
2020-05-08,808.154,4597.43,369120.8,14920.0
2020-05-11,824.609,4639.1,359565.3,14895.0
2020-05-12,815.9,4588.73,384250.9,14905.0
2020-05-13,827.255,4554.36,375935.85,14865.0
2020-05-14,825.675,4513.83,410230.6,14885.0
2020-05-15,833.438,4507.61,437329.8,14860.0
2020-05-18,831.312,4511.06,472527.0,14850.0
2020-05-19,828.781,4548.66,480025.0,14770.0
2020-05-20,830.904,4545.95,492637.9,14710.0
2020-05-26,811.763,4626.8,506834.25,14755.0
2020-05-27,813.464,4641.56,482635.10000000003,14710.0
2020-05-28,814.567,4716.19,496042.65,14715.0
2020-05-29,814.944,4753.61,518508.9,14610.0
2020-06-02,797.464,4847.51,530616.15,14415.0
2020-06-03,773.709,4941.01,525602.5499999999,14095.0
2020-06-04,781.602,4916.7,527293.95,14095.0
2020-06-05,758.566,4947.78,548558.5,13870.0
2020-06-08,768.147,5070.56,530268.15,13885.0
2020-06-09,785.357,5035.06,540876.6,13890.0
2020-06-10,795.733,4920.68,553608.0,13980.0
2020-06-11,775.941,4854.75,509305.10000000003,14015.0
2020-06-12,790.879,4880.36,512172.5,14125.0
2020-06-15,776.402,4816.34,523948.8,14115.0
2020-06-16,779.613,4986.46,540774.2000000001,14090.0
2020-06-17,784.39,4987.78,534571.7000000001,14082.5
2020-06-18,780.856,4925.25,547061.4,14085.0
2020-06-19,798.443,4942.27,560475.0,14100.0
2020-06-22,807.852,4918.83,573925.1,14185.0
2020-06-23,811.094,4879.13,571639.2,14160.0
2020-06-24,801.688,4964.73,537081.2999999999,14130.0
2020-06-25,801.681,4896.73,548856.0,14175.0
2020-06-26,817.262,4904.09,547327.8,14220.0
2020-06-29,807.94,4901.82,565526.5,14245.0
2020-06-30,837.555,4905.39,559793.8500000001,14255.0
2020-07-01,810.527,4914.39,568032.3,14265.0
2020-07-02,820.931,4966.78,584486.025,14378.5
2020-07-03,829.467,4973.79,584462.8,14510.0
2020-07-06,820.325,4988.87,588728.7000000001,14490.0
2020-07-07,833.156,4987.08,586552.7999999999,14440.0
2020-07-08,835.903,5076.17,589369.0,14410.0
2020-07-09,831.584,5052.79,570329.8999999999,14395.0
2020-07-10,832.866,5031.26,585339.25,14435.0
2020-07-13,833.945,5064.45,578442.5,14425.0
2020-07-14,838.253,5079.12,582190.5,14450.0
2020-07-15,850.135,5075.8,601005.0,14587.5
2020-07-16,841.562,5098.37,595968.75,14625.0
2020-07-17,861.054,5079.58,596470.05,14695.0
2020-07-20,862.84,5051.11,603375.85,14785.0
2020-07-21,869.757,5114.71,618427.46,14738.5
2020-07-22,879.714,5110.19,613835.0,14650.0
2020-07-23,885.577,5145.01,598800.6,14580.0
2020-07-24,892.786,5082.99,603246.9,14610.0
2020-07-27,915.29,5116.67,604032.0,14520.0
2020-07-28,916.45,5112.99,596516.4,14535.0
2020-07-29,917.731,5111.11,599859.4500000001,14535.0
2020-07-30,913.469,5149.63,582832.0,14600.0
2020-08-03,926.237,5006.22,599976.2999999999,14630.0
2020-08-04,947.271,5075.0,609654.0,14620.0
2020-08-05,949.293,5127.05,613864.5,14550.0
2020-08-06,969.83,5178.27,611840.75,14585.0
2020-08-07,962.801,5143.89,600987.6,14580.0
2020-08-10,954.9,5157.83,611904.6,14590.0
2020-08-11,901.726,5190.17,608338.2,14620.0
2020-08-12,910.722,5233.45,626608.9500000001,14685.0
2020-08-13,927.025,5239.25,620928.0,14700.0
2020-08-14,932.486,5247.69,618387.2,14720.0
2020-08-18,953.573,5295.17,636058.7,14830.0
2020-08-19,922.638,5272.81,634076.1,14770.0
2020-08-24,913.398,5277.04,625235.3999999999,14670.0
2020-08-25,907.983,5338.89,634644.0,14640.0
2020-08-26,919.478,5340.33,636531.3,14670.0
2020-08-27,907.725,5371.47,630536.0,14650.0
2020-08-28,918.132,5346.66,628006.5499999999,14615.0
2020-08-31,924.038,5238.49,620401.6,14560.0
2020-09-01,929.067,5310.68,622799.4,14565.0
2020-09-02,923.13,5311.97,611857.4,14740.0
2020-09-03,914.363,5280.81,610621.2,14760.0
2020-09-04,917.17,5239.85,586209.8,14740.0
2020-09-07,915.058,5230.2,577416.0,14730.0
2020-09-08,921.511,5244.07,542577.6,14760.0
2020-09-09,925.613,5149.38,562379.0,14780.0
2020-09-10,941.566,4891.46,552786.0,14820.0
2020-09-11,936.009,5016.71,554723.7999999999,14860.0
2020-09-14,935.429,5161.83,553683.6,14860.0
2020-09-15,933.004,5100.87,567883.8,14835.0
2020-09-16,934.048,5058.48,595372.0,14825.0
2020-09-17,928.151,5038.4,607175.4,14820.0
2020-09-18,930.285,5059.22,605550.3,14730.0
2020-09-21,906.703,4999.36,577463.9,14690.0
2020-09-22,903.132,4934.09,584100.0,14750.0
2020-09-23,884.659,4917.96,590165.4,14780.0
2020-09-24,894.022,4842.76,598401.9500000001,14845.0
2020-09-25,888.94,4945.79,597511.25,14845.0
2020-09-28,899.931,4906.55,602910.0,14850.0
2020-09-29,907.493,4879.1,583260.0499999999,14845.0
2020-09-30,902.324,4870.04,596864.7999999999,14840.0
2020-10-01,907.4,4970.09,573830.4,14820.0
2020-10-02,907.085,4926.73,549451.5,14830.0
2020-10-05,909.265,4958.77,580063.7999999999,14790.0
2020-10-06,895.333,4999.22,598255.7000000001,14710.0
2020-10-07,894.29,5004.33,586865.5,14690.0
2020-10-08,895.012,5039.14,604875.15,14685.0
2020-10-09,911.379,5053.66,595805.0,14675.0
2020-10-12,908.475,5093.1,578832.4,14680.0
2020-10-13,894.253,5132.57,590136.0,14680.0
2020-10-14,897.161,5176.1,602467.2,14680.0
2020-10-15,899.282,5105.15,600473.6,14660.0
2020-10-16,901.551,5103.41,599709.6000000001,14670.0
2020-10-19,899.756,5126.33,598976.1,14670.0
2020-10-20,893.72,5099.84,607389.0,14650.0
2020-10-21,905.288,5096.45,584838.3,14610.0
2020-10-22,897.636,5091.82,594969.6,14640.0
2020-10-23,895.929,5112.19,583802.5,14650.0
2020-10-26,896.021,5144.05,564132.8,14630.0
2020-10-27,897.837,5128.23,578513.4,14620.0
2020-11-02,890.317,5115.13,538346.25,14625.0
2020-11-03,895.35,5159.45,548706.2,14570.0
2020-11-04,889.984,5105.2,569241.0,14540.0
2020-11-05,900.586,5260.33,557412.2999999999,14370.0
2020-11-06,891.846,5335.53,527016.6,14190.0
2020-11-09,858.449,5356.0,566074.5,14050.0
2020-11-10,847.971,5462.74,580694.4,14040.0
2020-11-11,843.972,5509.51,583201.5,14070.0
2020-11-12,853.081,5458.6,581436.7999999999,14140.0
2020-11-13,860.295,5461.06,567839.5,14150.0
2020-11-16,855.444,5494.87,582894.0,14100.0
2020-11-17,849.65,5529.94,581262.9,14030.0
2020-11-18,845.718,5557.52,587571.0,14050.0
2020-11-19,848.962,5594.06,590203.6,14140.0
2020-11-20,853.05,5571.66,596422.5,14150.0
2020-11-23,837.597,5652.76,608437.8,14130.0
2020-11-24,821.927,5701.03,635027.3999999999,14140.0
2020-11-25,821.873,5679.25,645882.3,14130.0
2020-11-26,819.637,5759.92,633768.2,14090.0
2020-11-27,809.551,5783.33,640607.1,14070.0
2020-11-30,806.68,5612.42,638840.6000000001,14090.0
2020-12-01,822.35,5724.74,628155.0,14100.0
2020-12-02,829.593,5813.99,637995.2000000001,14090.0
2020-12-03,840.047,5822.94,643524.0,14100.0
2020-12-04,836.594,5810.48,651572.1,14085.0
2020-12-07,845.31,5930.76,644300.7999999999,14080.0
2020-12-08,847.87,5944.41,642048.0,14080.0
2020-12-10,832.729,5933.7,659130.2000000001,14090.0
2020-12-11,837.348,5938.33,655239.9,14070.0
2020-12-14,827.533,6012.52,661149.3,14070.0
2020-12-15,841.059,6010.13,670965.7999999999,14090.0
2020-12-16,844.387,6118.4,673783.8,14090.0
2020-12-17,854.687,6113.38,681150.6,14085.0
2020-12-18,852.668,6104.32,691328.0,14080.0
2020-12-21,853.433,6165.62,673134.0,14100.0
2020-12-22,847.89,6023.29,665097.9,14145.0
2020-12-23,853.693,6008.71,680898.0,14150.0
2020-12-28,852.691,6093.55,673346.7999999999,14140.0
2020-12-29,852.372,6036.17,677280.0,14110.0
2020-12-30,854.177,5979.07,679536.0,14040.0
2021-01-04,874.97,6104.9,661203.7,13885.0
2021-01-05,871.862,6137.34,694027.0,13900.0
2021-01-06,856.866,6065.68,702744.4,13880.0
2021-01-07,856.832,6153.63,706028.7,13890.0
2021-01-08,840.462,6257.83,730315.2000000001,13980.0
2021-01-11,838.953,6382.94,735680.0,14080.0
2021-01-12,840.178,6395.67,751325.2000000001,14120.0
2021-01-13,839.036,6435.21,743650.0499999999,14055.0
2021-01-14,835.773,6428.31,752658.5,14050.0
2021-01-15,831.71,6373.41,733563.6,14010.0
2021-01-18,830.206,6389.83,736181.6,14060.0
2021-01-19,833.806,6321.86,744369.0,14050.0
2021-01-20,842.82,6429.76,746424.8,14020.0
2021-01-21,839.49,6413.89,742757.4,13980.0
2021-01-22,841.273,6307.13,732825.4,14020.0
2021-01-25,836.289,6258.57,739307.7000000001,14010.0
2021-01-26,837.141,6140.17,738644.4,14040.0
2021-01-27,831.045,6109.17,741749.75,14035.0
2021-01-28,832.83,5979.39,735377.0,14050.0
2021-01-29,831.952,5862.35,731844.0,14020.0
2021-02-01,837.79,6067.54,750235.5,14010.0
2021-02-02,827.169,6043.84,767735.2,14020.0
2021-02-03,825.016,6077.75,779660.0,14000.0
2021-02-04,809.243,6107.22,787782.2999999999,14010.0
2021-02-05,816.407,6151.73,797037.0,14020.0
2021-02-08,823.817,6208.87,811290.15,13995.0
2021-02-09,826.367,6181.67,816456.4,13990.0
2021-02-10,828.832,6201.83,820346.4,13980.0
2021-02-11,821.341,6222.52,813612.8,13970.0
2021-02-15,813.532,6270.32,835851.9,13910.0
2021-02-16,805.011,6292.4,835896.0,13920.0
2021-02-17,801.183,6227.73,856571.4,14010.0
2021-02-18,798.963,6200.31,847885.2000000001,14010.0
2021-02-19,806.611,6231.93,832914.4,14060.0
2021-02-22,821.48,6255.31,867623.9,14110.0
2021-02-23,820.738,6272.81,868930.3,14090.0
2021-02-24,816.144,6251.05,890137.6,14080.0
2021-02-25,806.391,6289.65,894502.4,14080.0
2021-02-26,799.569,6241.8,875760.0,14240.0
2021-03-01,790.174,6338.51,864120.0,14250.0
2021-03-02,796.089,6359.21,854425.0,14300.0
2021-03-03,784.689,6376.76,872627.2000000001,14240.0
2021-03-04,777.425,6290.8,910215.7999999999,14260.0
2021-03-05,787.493,6258.75,944426.1000000001,14290.0
2021-03-08,777.482,6248.46,933467.5,14350.0
2021-03-09,794.538,6199.65,921103.9,14390.0
2021-03-10,798.914,6264.68,927613.7999999999,14395.0
2021-03-12,799.13,6358.21,943471.8,14380.0
2021-03-15,801.488,6324.26,941289.05,14395.0
2021-03-16,803.532,6309.7,933120.0,14400.0
2021-03-17,811.132,6277.23,931854.9999999999,14425.0
2021-03-18,805.32,6347.83,863400.0,14390.0
2021-03-19,806.476,6356.16,884448.0,14400.0
2021-03-22,806.702,6301.13,886320.0,14400.0
2021-03-23,802.983,6252.71,831166.4,14390.0
2021-03-24,806.434,6156.14,882215.6,14420.0
2021-03-25,802.961,6122.88,844435.2000000001,14420.0
2021-03-26,803.003,6195.56,878577.7,14410.0
2021-03-29,795.738,6166.82,888926.4,14440.0
2021-03-30,788.59,6071.44,876158.5,14470.0
2021-03-31,799.736,5985.52,859003.2,14520.0
2021-04-01,807.207,6011.46,892254.0,14520.0
2021-04-05,804.925,5970.29,851011.5,14510.0
2021-04-06,810.932,6002.77,860285.0,14500.0
2021-04-07,813.472,6036.62,866067.3,14490.0
2021-04-08,823.507,6071.72,865988.0,14530.0
2021-04-09,819.448,6070.21,863699.2,14560.0
2021-04-12,814.316,5948.57,871023.0,14590.0
2021-04-13,821.253,5927.44,878628.0,14600.0
2021-04-14,816.114,6050.28,921990.0,14600.0
2021-04-15,829.275,6079.5,926516.0,14600.0
2021-04-16,832.939,6086.26,919172.8,14560.0
2021-04-19,827.123,6052.54,921862.1000000001,14545.0
2021-04-20,830.73,6038.32,905067.7999999999,14495.0
2021-04-21,836.913,5993.24,891108.75,14525.0
2021-04-22,834.393,5994.18,891656.45,14515.0
2021-04-23,829.299,6016.86,902272.8,14520.0
2021-04-26,827.832,5964.82,896456.7999999999,14480.0
2021-04-27,828.654,5959.62,911371.2,14480.0
2021-04-28,829.378,5974.48,925650.7,14495.0
2021-04-29,823.838,6012.96,939069.4500000001,14445.0
2021-04-30,821.382,5995.62,918095.2,14440.0
2021-05-03,829.915,5952.6,931558.0499999999,14445.0
2021-05-04,828.315,5963.82,947578.25,14425.0
2021-05-05,826.572,5975.91,947040.8999999999,14430.0
2021-05-06,831.461,5970.24,926323.6499999999,14315.0
2021-05-07,832.091,5928.31,926772.0000000001,14280.0
2021-05-10,838.053,5975.79,921539.4,14195.0
2021-05-11,837.313,5938.35,926649.6,14195.0
2021-05-17,861.985,5833.86,946335.6,14280.0
2021-05-18,861.14,5834.39,934542.2999999999,14270.0
2021-05-19,863.239,5760.58,904464.0,14275.0
2021-05-20,867.715,5797.6,891658.5,14370.0
2021-05-21,869.34,5773.12,912373.0,14350.0
2021-05-24,864.865,5763.63,947817.5,14350.0
2021-05-25,875.206,5815.84,946452.7499999999,14325.0
2021-05-27,875.638,5841.83,954952.2499999999,14285.0
2021-05-28,875.9,5848.62,947049.5999999999,14280.0
2021-05-31,874.061,5947.46,955853.9999999999,14275.0
2021-06-02,874.371,6031.58,982548.25,14275.0
2021-06-03,861.893,6091.51,982606.8,14280.0
2021-06-04,866.216,6065.17,994869.8,14290.0
2021-06-07,869.813,6069.94,987219.8,14260.0
2021-06-08,869.427,5999.37,998212.5,14250.0
2021-06-09,866.975,6047.48,996929.9999999999,14250.0
2021-06-10,869.628,6107.54,1001281.05,14245.0
2021-06-11,858.319,6095.5,1006071.08,14188.0
2021-06-14,854.269,6080.38,1006495.9999999999,14200.0
2021-06-15,850.839,6089.04,1025546.4,14220.0
2021-06-16,846.268,6078.57,1027055.2500000001,14235.0
2021-06-17,828.343,6068.45,1019424.0000000001,14350.0
2021-06-18,821.95,6007.12,1029466.8,14370.0
2021-06-21,825.489,5996.25,1062545.5,14425.0
2021-06-22,825.99,6087.84,1052064.0,14400.0
2021-06-23,824.687,6034.54,1054544.4,14430.0
2021-06-24,825.308,6012.06,1058085.5,14435.0
2021-06-25,827.98,6022.4,1067801.0,14420.0
2021-06-28,828.095,5939.47,1052820.4,14440.0
2021-06-29,824.908,5949.05,1056750.4000000001,14480.0
2021-06-30,826.932,5985.49,1064947.65,14495.0
2021-07-01,834.221,6005.96,1090835.0,14500.0
2021-07-02,830.998,6023.01,1092074.8,14530.0
2021-07-05,833.747,6005.61,1103795.0,14476.0
2021-07-06,837.89,6047.11,1061297.05,14465.0
2021-07-07,841.483,6044.04,1045456.0,14480.0
2021-07-08,844.28,6039.9,1059088.8,14520.0
2021-07-09,842.378,6039.84,1082984.0,14525.0
2021-07-12,843.035,6078.57,1073709.0,14490.0
2021-07-13,844.425,6012.03,1088265.5,14462.0
2021-07-14,850.187,5979.21,1058556.75,14475.0
2021-07-15,854.781,6046.75,1037492.0000000001,14480.0
2021-07-16,844.434,6072.51,1040885.9500000001,14495.0
2021-07-19,849.675,6017.39,964086.3,14515.0
2021-07-21,838.934,6029.98,1022162.0,14540.0
2021-07-22,842.836,6137.55,1041256.7999999999,14480.0
2021-07-23,838.762,6101.69,1044294.2999999999,14490.0
2021-07-26,839.762,6106.39,1041256.7999999999,14480.0
2021-07-27,839.485,6097.05,1038208.5000000001,14490.0
2021-07-28,841.389,6088.52,1048569.15,14485.0
2021-07-29,849.498,6120.73,1066017.6,14480.0
2021-07-30,843.798,6070.04,1069317.0,14460.0
2021-08-02,837.369,6096.54,1027569.2000000001,14420.0
2021-08-03,835.912,6130.57,1011830.4,14340.0
2021-08-04,835.258,6159.04,975226.5000000001,14310.0
2021-08-05,831.877,6205.42,990750.6000000001,14340.0
2021-08-06,816.125,6203.43,979818.0,14350.0
2021-08-09,801.792,6127.46,954652.8,14360.0
2021-08-10,799.376,6088.41,982010.2000000001,14380.0
2021-08-12,810.898,6139.65,993514.2000000001,14380.0
2021-08-13,821.703,6139.49,984509.4,14385.0
2021-08-16,825.761,6087.91,966957.3,14370.0
2021-08-18,827.731,6118.15,940660.2,14370.0
2021-08-19,829.159,5992.32,917136.0,14400.0
2021-08-20,825.119,6030.77,900524.0,14450.0
2021-08-23,835.31,6109.83,945872.4,14410.0
2021-08-24,834.645,6089.5,971900.6000000001,14390.0
2021-08-25,830.255,6113.24,984042.2,14395.0
2021-08-26,833.242,6058.08,971859.3,14415.0
2021-08-27,837.151,6041.37,990887.1,14415.0
2021-08-30,834.006,6144.9,994409.2799999999,14368.0
2021-08-31,831.451,6150.3,977152.5,14265.0
2021-09-01,830.07,6090.93,979465.2000000001,14280.0
2021-09-02,828.773,6078.23,998757.2999999999,14270.0
2021-09-03,837.335,6126.92,988075.4000000001,14260.0
2021-09-06,834.545,6126.94,978336.0,14220.0
2021-09-07,822.149,6112.4,971253.4999999999,14210.0
2021-09-08,822.118,6026.02,987525.0,14250.0
2021-09-09,822.946,6068.22,970995.0,14250.0
2021-09-10,819.547,6094.87,990024.0,14200.0
2021-09-13,821.435,6088.16,1003912.5,14250.0
2021-09-14,826.427,6129.1,1003702.7,14245.0
2021-09-15,821.207,6110.23,1033966.4,14240.0
2021-09-16,803.433,6109.94,1034692.5,14250.0
2021-09-17,804.423,6133.25,1023773.25,14225.0
2021-09-20,810.014,6076.31,1000929.6000000001,14240.0
2021-09-21,812.803,6060.76,1004421.6,14235.0
2021-09-22,809.47,6108.27,1028555.2000000001,14240.0
2021-09-23,800.676,6142.71,1043792.0,14240.0
2021-09-24,803.572,6144.81,1054584.9000000001,14255.0
2021-09-27,801.927,6122.5,1075162.5,14250.0
2021-09-28,798.853,6113.11,1074388.3,14270.0
2021-09-29,797.046,6162.55,1069320.7,14290.0
2021-09-30,807.624,6286.94,1073679.3,14310.0
2021-10-01,810.058,6228.85,1085463.4,14305.0
2021-10-04,811.073,6342.69,1107249.3,14265.0
2021-10-05,804.38,6288.05,1124594.6400000001,14248.0
2021-10-06,809.803,6417.32,1103377.5,14250.0
2021-10-07,800.682,6416.4,1113034.5,14215.0
2021-10-08,805.328,6481.77,1128357.0,14220.0
2021-10-11,800.57,6459.7,1143786.5999999999,14205.0
2021-10-12,805.053,6486.27,1146297.6,14215.0
2021-10-13,817.474,6536.9,1143454.5999999999,14215.0
2021-10-14,811.265,6626.11,1147690.6500000001,14115.0
2021-10-15,799.29,6633.34,1157679.6,14070.0
2021-10-18,801.324,6658.77,1162816.2,14105.0
2021-10-19,801.883,6656.0,1167496.0799999998,14073.0
2021-10-21,811.849,6632.97,1164900.0,14120.0
2021-10-22,820.109,6643.74,1182691.2000000002,14120.0
2021-10-25,823.116,6625.7,1185622.8,14155.0
2021-10-26,815.732,6656.94,1197797.5,14150.0
2021-10-27,821.378,6602.21,1171292.2,14170.0
2021-10-28,821.581,6524.08,1173417.7,14170.0
2021-10-29,815.885,6591.35,1183769.0499999998,14165.0
2021-11-01,822.501,6552.89,1197292.25,14245.0
2021-11-02,821.143,6493.27,1195717.5,14250.0
2021-11-03,819.104,6552.13,1155893.7,14295.0
2021-11-04,830.09,6586.44,1129741.35,14335.0
2021-11-05,836.912,6581.79,1164192.75,14325.0
2021-11-08,836.15,6632.3,1167912.1500000001,14255.0
2021-11-09,838.919,6669.92,1198296.0,14240.0
2021-11-10,850.29,6683.15,1159095.0,14250.0
2021-11-11,853.993,6691.34,1163473.4000000001,14260.0
2021-11-12,850.719,6651.05,1149884.07,14233.0
2021-11-15,849.392,6616.03,1149304.8,14210.0
2021-11-16,846.97,6651.21,1148407.2000000002,14220.0
2021-11-17,854.05,6675.8,1115846.4,14240.0
2021-11-18,849.304,6636.47,1123917.25,14225.0
2021-11-19,846.893,6720.26,1083283.5,14235.0
2021-11-22,829.527,6723.39,1093303.75,14245.0
2021-11-23,822.032,6677.88,1119017.5,14255.0
2021-11-24,822.969,6683.28,1117449.45,14255.0
2021-11-25,823.072,6699.35,1104253.65,14265.0
2021-11-26,830.767,6561.55,974545.0000000001,14300.0
2021-11-29,823.595,6608.29,1001684.0,14320.0
2021-11-30,816.368,6533.93,947697.6000000001,14320.0
2021-12-01,823.843,6507.68,940273.7999999999,14340.0
2021-12-02,818.603,6583.82,955937.5,14375.0
2021-12-03,832.911,6538.51,953812.7000000001,14395.0
2021-12-06,826.458,6547.12,1003088.1499999999,14435.0
2021-12-07,823.562,6602.57,1035718.75,14375.0
2021-12-08,820.408,6603.8,1038727.8,14355.0
2021-12-09,819.659,6643.93,1017989.0,14350.0
2021-12-10,822.96,6652.92,1029897.9,14370.0
2021-12-13,822.457,6662.87,1022298.6000000001,14340.0
2021-12-14,815.93,6615.64,1013560.9,14330.0
2021-12-15,820.134,6626.26,1015567.1000000001,14330.0
2021-12-16,830.375,6594.8,1037929.2,14340.0
2021-12-17,831.678,6601.93,1017903.9,14365.0
2021-12-20,828.707,6547.11,980806.25,14375.0
2021-12-21,821.122,6554.31,1017940.56,14313.0
2021-12-22,823.474,6529.59,1039376.6000000001,14285.0
2021-12-23,823.925,6555.55,1051286.1300000001,14247.0
2021-12-27,828.185,6575.44,1074983.25,14225.0
2021-12-28,826.434,6598.34,1080815.5,14225.0
2021-12-29,825.03,6600.68,1090980.0,14250.0
2021-12-30,832.866,6581.48,1098262.3499999999,14265.0
2022-01-03,828.457,6665.31,1085205.1199999999,14264.0
2022-01-04,836.657,6695.37,1100957.0,14300.0
2022-01-05,838.39,6662.3,1117536.75,14355.0
2022-01-06,827.709,6653.35,1143429.4,14390.0
2022-01-07,826.986,6701.32,1132609.5,14355.0
2022-01-10,827.684,6691.12,1119080.1500000001,14305.0
2022-01-11,836.243,6647.97,1161446.0,14300.0
2022-01-12,839.154,6647.06,1182991.6,14315.0
2022-01-13,837.816,6658.36,1173494.8,14290.0
2022-01-14,836.42,6693.4,1198206.9,14295.0
2022-01-17,838.219,6645.05,1198022.3499999999,14315.0
2022-01-18,837.569,6614.06,1224639.05,14335.0
2022-01-19,849.01,6591.98,1248745.5999999999,14360.0
2022-01-20,847.128,6626.87,1245711.5,14335.0
2022-01-21,845.219,6726.37,1220481.9,14335.0
2022-01-24,850.59,6655.17,1194665.4000000001,14340.0
2022-01-25,852.224,6568.17,1228360.0,14350.0
2022-01-26,841.563,6600.82,1253472.5,14350.0
2022-01-27,831.809,6611.16,1245884.85,14385.0
2022-01-28,828.74,6645.51,1248905.7,14385.0
2022-01-31,828.879,6631.15,1267597.0,14380.0
2022-02-02,834.225,6707.65,1266972.3,14355.0
2022-02-03,835.265,6683.85,1297631.25,14375.0
2022-02-04,837.073,6731.39,1327233.18,14378.0
2022-02-07,843.276,6804.94,1314551.4,14395.0
2022-02-08,844.599,6789.52,1285890.4,14390.0
2022-02-09,844.635,6834.61,1287069.3,14355.0
2022-02-10,843.268,6823.64,1288879.2,14340.0
2022-02-11,857.223,6815.61,1335985.0,14350.0
2022-02-14,860.481,6734.49,1367464.5,14325.0
2022-02-15,849.909,6807.5,1316601.0,14300.0
2022-02-16,858.142,6850.2,1335123.3,14255.0
2022-02-17,877.085,6835.12,1313544.4000000001,14315.0
2022-02-18,876.4,6892.82,1304577.75,14325.0
2022-02-21,881.28,6902.96,1327211.25,14325.0
2022-02-22,877.627,6861.99,1326238.3499999999,14361.0
2022-02-23,881.699,6920.06,1320253.5,14335.0
2022-02-24,883.937,6817.82,1334607.8,14380.0
2022-02-25,870.642,6888.17,1315690.35,14365.0
2022-03-01,901.15,6921.44,1482382.3499999999,14335.0
2022-03-02,892.584,6868.4,1590981.0,14385.0
2022-03-04,911.301,6928.33,1664056.8,14385.0
2022-03-07,926.084,6869.07,1719957.0,14405.0
2022-03-08,943.921,6814.18,1780661.5,14395.0
2022-03-09,912.264,6864.44,1559301.5,14345.0
2022-03-10,916.21,6924.01,1513435.5,14275.0
2022-03-11,915.717,6922.6,1563419.0,14300.0
2022-03-14,900.842,6952.2,1476133.3,14330.0
2022-03-15,882.647,6918.19,1381503.0,14325.0
2022-03-16,883.921,6992.4,1360022.4000000001,14310.0
2022-03-17,895.294,6964.38,1472614.0,14300.0
2022-03-18,886.031,6954.96,1501398.0,14340.0
2022-03-21,892.454,6955.18,1607576.56,14338.0
2022-03-22,886.364,7000.82,1604426.56,14356.0
2022-03-23,899.799,6996.12,1648670.85,14345.0
2022-03-24,904.705,7049.69,1611404.96,14344.0
2022-03-25,903.488,7002.53,1633326.0,14340.0
2022-03-28,888.592,7049.6,1521797.52,14362.0
2022-03-29,883.955,7011.69,1497199.1199999999,14363.0
2022-03-30,891.052,7053.19,1546138.7999999998,14340.0
2022-03-31,893.439,7071.44,1440823.04,14368.0
